dataset,kem_backend,sig_backend,backend_label,round,loss,accuracy,f1_score,fl_time_sec,train_time_sec,learning_rate,batch_size,time_adv_keys,time_share_keys,time_verify_sigs,time_masked,time_unmask,time_secagg_total
mnist,DH,classic,Classic (DH+ECDSA),33,0.096924,0.9723,,3543.836,81.654,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),34,0.094667,0.9727,,3645.195,95.845,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),35,0.092639,0.9736,,3741.757,91.059,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),36,0.090853,0.9736,,3833.453,86.142,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),37,0.08907,0.9742,,3924.074,84.83,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),38,0.087423,0.9753,,4020.801,91.145,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),39,0.085555,0.9752,,4106.014,79.089,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),40,0.083849,0.9758,,4196.187,84.627,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),41,0.082598,0.9757,,4290.252,88.553,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),42,0.081698,0.9763,,4387.194,91.427,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),43,0.079809,0.9768,,4474.676,81.938,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),44,0.078331,0.9773,,4571.563,91.349,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),45,0.077302,0.977,,4666.411,89.098,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),46,0.076225,0.9772,,4758.031,86.038,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),47,0.075348,0.9772,,4848.735,85.161,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),48,0.07463,0.9776,,4939.397,85.041,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),49,0.072547,0.9787,,5024.51,79.425,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,DH,classic,Classic (DH+ECDSA),50,0.071797,0.9789,,5115.123,84.855,0.001,64,0.31417,1.00E-06,0.016268,2.130224,0.436927,2.89759
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),1,1.308591,0.7848,,87.461,81.842,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),2,0.525084,0.8644,,165.367,72.316,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),3,0.390091,0.8938,,250.01,79.013,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),4,0.335328,0.9078,,351.159,95.609,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),5,0.302977,0.9155,,444.907,88.15,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),6,0.277626,0.9223,,536.106,85.627,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),7,0.260052,0.9272,,623.515,81.83,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),8,0.244821,0.9303,,712.16,83.092,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),9,0.231234,0.936,,806.449,88.701,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),10,0.21927,0.9387,,897.447,85.447,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),11,0.207825,0.9418,,988.44,85.386,0.001,64,0.857142,0.264618,1.06439,0.271215,0.010296,2.467661
