scenario,algorithm,backend_label,kem_backend,sig_backend,n_clients,dropout_rate,vector_size,phase,time_sec
dropout,original,Original (DH + ECDSA),DH,classic,100,0.1,50000,verify_sigs,1.216459
dropout,original,Original (DH + ECDSA),DH,classic,100,0.1,50000,masked_input,262.820843
dropout,original,Original (DH + ECDSA),DH,classic,100,0.1,50000,unmasking,26.437747
dropout,original,Original (DH + ECDSA),DH,classic,100,0.1,50000,total,293.272471
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.1,50000,advertise_keys,9.956598
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.1,50000,share_keys,33.831513
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.1,50000,verify_sigs,142.634456
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.1,50000,masked_input,35.46665
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.1,50000,unmasking,0.524759
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.1,50000,total,222.413976
dropout,original,Original (DH + ECDSA),DH,classic,100,0.2,50000,advertise_keys,2.657745
dropout,original,Original (DH + ECDSA),DH,classic,100,0.2,50000,share_keys,1e-06
dropout,original,Original (DH + ECDSA),DH,classic,100,0.2,50000,verify_sigs,1.087463
dropout,original,Original (DH + ECDSA),DH,classic,100,0.2,50000,masked_input,235.096463
dropout,original,Original (DH + ECDSA),DH,classic,100,0.2,50000,unmasking,46.885574
dropout,original,Original (DH + ECDSA),DH,classic,100,0.2,50000,total,285.727245
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.2,50000,advertise_keys,9.344926
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.2,50000,share_keys,26.734326
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.2,50000,verify_sigs,108.009188
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.2,50000,masked_input,28.360202
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.2,50000,unmasking,0.900307
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.2,50000,total,173.348948
dropout,original,Original (DH + ECDSA),DH,classic,100,0.3,50000,advertise_keys,2.650362
dropout,original,Original (DH + ECDSA),DH,classic,100,0.3,50000,share_keys,0.0
dropout,original,Original (DH + ECDSA),DH,classic,100,0.3,50000,verify_sigs,0.958059
dropout,original,Original (DH + ECDSA),DH,classic,100,0.3,50000,masked_input,203.375885
dropout,original,Original (DH + ECDSA),DH,classic,100,0.3,50000,unmasking,63.001582
dropout,original,Original (DH + ECDSA),DH,classic,100,0.3,50000,total,269.985889
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.3,50000,advertise_keys,9.28243
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.3,50000,share_keys,27.249932
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.3,50000,verify_sigs,94.568362
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.3,50000,masked_input,22.383136
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.3,50000,unmasking,1.160642
dropout,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.3,50000,total,154.644503
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,10000,advertise_keys,2.600239
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,10000,share_keys,1e-06
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,10000,verify_sigs,1.376844
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,10000,masked_input,284.373467
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,10000,unmasking,0.000594
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,10000,total,288.351145
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,10000,advertise_keys,9.606646
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,10000,share_keys,26.62046
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,10000,verify_sigs,138.844743
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,10000,masked_input,38.132263
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,10000,unmasking,0.000701
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,10000,total,213.204812
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,15000,advertise_keys,2.654289
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,15000,share_keys,1e-06
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,15000,verify_sigs,1.360255
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,15000,masked_input,284.481167
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,15000,unmasking,0.000811
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,15000,total,288.496522
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,15000,advertise_keys,8.440257
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,15000,share_keys,26.855743
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,15000,verify_sigs,135.24368
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,15000,masked_input,41.800156
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,15000,unmasking,0.000904
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,15000,total,212.340741
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,20000,advertise_keys,2.661869
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,20000,share_keys,1e-06
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,20000,verify_sigs,1.40541
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,20000,masked_input,286.268636
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,20000,unmasking,0.001738
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,20000,total,290.337654
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,20000,advertise_keys,9.531413
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,20000,share_keys,26.736223
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,20000,verify_sigs,134.896046
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,20000,masked_input,39.087015
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,20000,unmasking,0.001111
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,20000,total,210.251808
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,25000,advertise_keys,2.634354
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,25000,share_keys,0.0
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,25000,verify_sigs,1.393358
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,25000,masked_input,289.285897
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,25000,unmasking,0.001326
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,25000,total,293.314935
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,25000,advertise_keys,9.7711
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,25000,share_keys,26.806918
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,25000,verify_sigs,135.876557
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,25000,masked_input,40.362172
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,25000,unmasking,0.001461
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,25000,total,212.818208
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,30000,advertise_keys,2.660122
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,30000,share_keys,1e-06
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,30000,verify_sigs,1.355848
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,30000,masked_input,289.628817
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,30000,unmasking,0.002598
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,30000,total,293.647385
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,30000,advertise_keys,8.804415
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,30000,share_keys,26.753032
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,30000,verify_sigs,138.041763
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,30000,masked_input,40.870075
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,30000,unmasking,0.001952
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,30000,total,214.471237
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,35000,advertise_keys,2.664324
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,35000,share_keys,1e-06
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,35000,verify_sigs,1.331803
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,35000,masked_input,289.807664
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,35000,unmasking,0.002445
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,35000,total,293.806237
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,35000,advertise_keys,8.995196
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,35000,share_keys,27.08077
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,35000,verify_sigs,136.009155
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,35000,masked_input,41.513012
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,35000,unmasking,0.002313
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,35000,total,213.600446
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,40000,advertise_keys,2.726376
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,40000,share_keys,1e-06
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,40000,verify_sigs,1.361539
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,40000,masked_input,288.361373
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,40000,unmasking,0.002329
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,40000,total,292.451617
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,40000,advertise_keys,8.729753
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,40000,share_keys,26.659316
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,40000,verify_sigs,138.173101
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,40000,masked_input,42.016994
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,40000,unmasking,0.002778
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,40000,total,215.581942
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,45000,advertise_keys,2.701836
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,45000,share_keys,0.0
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,45000,verify_sigs,1.342209
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,45000,masked_input,289.019106
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,45000,unmasking,0.002737
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,45000,total,293.065889
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,45000,advertise_keys,9.520708
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,45000,share_keys,26.575922
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,45000,verify_sigs,137.193846
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,45000,masked_input,42.862947
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,45000,unmasking,0.003195
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,45000,total,216.156618
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,50000,advertise_keys,2.679207
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,50000,share_keys,1e-06
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,50000,verify_sigs,1.365266
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,50000,masked_input,291.525975
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,50000,unmasking,0.003452
vector,original,Original (DH + ECDSA),DH,classic,100,0.0,50000,total,295.573901
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,50000,advertise_keys,8.62203
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,50000,share_keys,26.948175
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,50000,verify_sigs,134.420185
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,50000,masked_input,42.797569
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,50000,unmasking,0.003509
vector,pq,PQ (ML-KEM-768 + ML-DSA-65),ML-KEM-768,ML-DSA-65,100,0.0,50000,total,212.791467
