dataset,kem_backend,sig_backend,backend_label,round,loss,accuracy,f1_score,fl_time_sec,train_time_sec,learning_rate,batch_size,time_adv_keys,time_share_keys,time_verify_sigs,time_masked,time_unmask,time_secagg_total
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),26,0.03309,0.9892,,3139.027,121.065,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),27,0.033104,0.9886,,3261.329,117.97,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),28,0.032535,0.9888,,3397.713,132.112,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),29,0.032192,0.9893,,3531.337,129.376,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),30,0.031505,0.9894,,3654.223,118.541,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),31,0.031411,0.9896,,3775.054,116.499,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),32,0.031227,0.9899,,3896.12,116.77,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),33,0.031284,0.9899,,4019.631,119.217,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),34,0.031008,0.9899,,4147.158,123.202,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
mnist,ML-KEM-768,ML-DSA-65,Full PQ (ML-KEM+ML-DSA),35,0.030816,0.9898,,4271.692,120.226,0.01,32,1.591525,0.920219,3.577053,0.961038,0.031079,7.080912
